variance,skewness,curtosis,entropy,class
0.3492197978094108,0.31415474372468527,-1.4852674192677813,-1.2460503728714698,1
-0.05172668226698655,-0.22046072987256585,-0.14132296595371135,0.32572483026387905,0
-1.4114662584310222,-0.30347826166400776,-0.15188218083659424,0.3786312891171345,1
1.4084308974000848,1.4781848054817897,-1.4072818353818577,-1.4637941568579371,0
-1.3060927212536495,0.35494845245383144,-0.4282227110839619,-0.3300231583948637,1
-1.5515079973494403,-2.677360839349684,3.8681550005403125,-1.0423883367678939,1
1.3064112435105921,1.5776702681010257,-1.28891720715026,-1.4865818502224808,0
0.5616438138080962,-0.4709451688597671,0.9747974215456984,0.19285212135537938,0
-0.6598541689573427,0.23076887535167034,-0.6507671694571808,-0.41184953122788165,1
0.01963574050737446,1.5197048116957277,-0.6497482146996315,-1.5216434995119776,0
-1.215298309388898,-0.45949560779594023,0.32039150097636776,0.9452028034296607,1
-0.03322556690547707,0.6147381456449978,0.16100801959784378,0.34479703542013307,0
-1.2571191805908304,-2.597571872806115,3.394246251790818,0.22237621843687416,1
1.1472386805317158,0.7639404003779662,-0.8970461646946175,0.06919915143236745,0
-0.8567750305742972,0.1552685225278247,-0.8678045328151797,-0.5914869636799026,1
1.4187321103557162,-0.9293357214281064,0.5061730195620988,1.2398538631846496,0
-0.4018652528618876,0.08476578811123782,-1.0186572301770118,0.04828109554011275,1
-1.4068461130854735,-0.2637584356445183,0.23510735743171893,0.31957358025962945,1
1.3474449788388385,0.05292974836119209,-0.09381123830519213,0.9322818482776563,0
-1.0783708906663687,-1.5287040743540083,1.1524509986933038,0.24083472579688053,1
-0.6823388763056811,-0.614797032121435,0.25643431747344836,0.774185684208653,1
0.2094518452818402,-0.19898999279833612,0.9719538268734677,0.2660534236101264,0
1.0046986407968157,-1.047428233895821,0.6954142449990439,1.2706338999421858,0
1.1062733918011816,0.13773362610927697,-0.1640646143448754,0.6997474716668952,0
-0.9835723528354747,1.8964975711274206,0.4679977610874034,-2.289955081635955,0
-0.6288820834927366,-0.29954242100832584,-0.14010495956910593,1.3819558257731523,1
1.5530927816640518,-0.30634021961003305,-0.27269230048631043,1.112547250567698,0
0.6286188096691285,-1.5258507628066118,1.6746771602484496,0.32387897952787836,0
0.8400503500009923,0.9135230966505873,-0.41766349620107907,-0.5299744636374072,0
0.5692413861541102,0.4436777951792441,-1.4998882352075003,-0.7594213218778991,1
0.6850872527813939,0.9586054190994571,-0.42010187863251675,-0.7225043071578864,0
-0.9517789081983266,0.22969672192173937,-0.5301489924478401,-0.8412476947109172,1
0.7782430722672038,-0.24336158127994525,-0.0026408537890260206,1.1143550425256368,0
0.5528484260021252,0.7081192508325301,-0.45766339459045585,-0.5238374856749308,0
-2.0439470445872496,0.9081623295009327,-0.29482494568517176,-3.0614065129500365,1
-0.9024289112480922,-0.13888195881290216,-0.44710417970757294,0.14363736397412522,1
-2.5917593893739355,1.2477409892356683,-0.2592918605934238,-1.6908147679969847,1
-0.7840162972066146,1.7182952953945463,0.31328251429579135,-1.0442437021984103,0
-0.0351420716414085,-0.5074450760300124,-0.575032764686773,0.6899045201906444,1
-0.35265899376684806,-0.03652589184901252,-0.8531837168754608,0.2131517221041287,1
-0.4283609308361396,-1.5118954754202527,1.0633280023411438,0.8338570908624057,1
0.4906646919809215,0.8566297936752204,-0.1839626680638089,0.8529245386714019,0
-0.17581009692888983,1.1600665071429297,0.010747737792726288,-1.349998410452949,0
0.6367981780956931,0.444749948609175,-1.5029214028578795,-0.8418661498544224,1
-0.9961323035155968,-0.5922472244983716,-0.05361228828875916,0.6136252142601437,1
-0.14154573011434435,0.7421168902396946,-0.6879234731743269,-0.6401070526539403,0
-1.1684808365540018,-0.036889040591408476,-0.15736557922954555,0.3165003339311336,1
-0.3413755721340518,0.061161119855500434,-1.0271880141937038,0.040907207290625726,1
-0.8050978493018602,0.13271871490476136,-0.4919784732975984,-0.5822577099998997,1
-0.537676992041714,1.2821017773852288,-0.11695809893714904,-2.0002326336399783,0
1.022563202799605,0.7517835639063299,-0.7423309179030053,0.5275015296492149,0
-0.7376437272568452,-1.440320587573735,0.78292587103694,0.6179306135283926,1
-1.9497303028369066,1.0477152033645227,-0.31025500127536293,-1.6028514172014905,1
-0.4716260252497916,0.19856968685922857,-1.0342970008742802,-0.8609431123579343,1
0.4775913918179608,0.9979811184535333,-0.36060913876499934,-0.9267372249323901,0
-0.9232709002513464,-0.06767021970878027,-0.31005192122252107,-0.261136770102881,1
0.44131469503068727,0.8251396098703137,-0.318376710501832,0.7249709268273987,0
0.8921039875608443,-1.0538611544754066,0.762215023174194,1.0079474564119093,0
-1.6881616296811224,-2.580382832332706,3.3891751746253402,-0.26237368038989184,1
-1.4987356705136141,-2.5574871687645038,3.3954547795265158,-0.07227008397085678,1
0.3949079017820619,1.169733180809565,-0.6202933132197763,-0.12212708323190499,0
0.6906314271960526,0.7202933801014232,-0.595743612549519,-0.05138532950940634,0
-0.5147987167565325,-1.4528405727877671,1.0068826480973667,1.0282470571606586,1
-0.8677607095070469,-0.4287213457974713,-0.004868336282273325,1.3241540565916892,1
1.2088406184723688,0.27657749528533204,-0.14883716487508067,0.7249709268273987,0
-0.3179839473660316,0.6905843544139825,0.00892309787804499,-0.015705225076404195,0
-0.9526687139685803,1.6510263140650092,0.29297450901161126,-1.0202666720194327,0
1.0444661140673928,-0.09378234356677544,-0.07858852815985107,1.2035553036081421,0
0.4848125078765595,-1.168719913856071,1.6998666697199587,-0.35095548632889156,0
-1.201095640363692,0.06223327328543139,-0.1959413106205802,0.3460291883598861,1
-0.9227233274696518,0.17923633952595805,-0.8925911997081228,-0.6160824490023855,1
-0.3664099152471561,0.9238987750047576,-0.21035833560878925,-0.1547149119473802,0
1.3023728942455939,-0.9629702120928751,0.5532819046320522,0.8935284975161583,0
1.3265687665367278,-0.3553644351936247,0.16304592911294233,1.0756302358476852,0
-1.8739599191699032,0.22755241506187754,-0.06884921640746136,-0.1498148442719146,1
0.5463459992195008,0.554974238324977,-0.7465963099113513,-0.022460658182385913,0
-1.1611570505988351,0.4383170280295895,-0.4584761887342684,-1.4908634627544413,1
-1.0491441934434145,-0.4770287749347623,0.47550959034654583,0.5379596061258908,1
0.6945671065644834,1.2595519697621655,-1.17176110665436,-0.10795018840385893,0
-0.18407909617515797,1.2638405834818893,-0.41847629034489164,-0.3971017547289075,0
0.013557682630563355,-0.3474920621703706,-0.026408565924419956,0.26974512508212767,0
-0.8177262465796942,1.0205136332793396,-0.7151271955386661,-0.3374446201169281,0
1.269552750642768,-0.7729569558335037,0.060297374956344144,0.8775342960356579,0
-1.7142055601104762,0.931421141811531,-0.39472042652063194,-2.68614696126001,1
-0.9339143461955371,-0.7107028857084822,0.08567645740600205,0.7520402327239031,1
1.1477178067156986,-0.8677906559906198,0.2795859174298589,0.6333111172126454,0
-1.0243323017728734,0.1348630217646232,-0.46903303395492446,-0.8221707322074053,1
1.4705119615247209,0.9986901231410683,-0.9010982871025461,-0.04401144125991921,0
0.11511874431538677,0.6190267593647215,0.07652956121032703,0.4573701435798834,0
-2.3804647422374954,1.3049974409534313,-0.3153310547315172,-2.7224455208365175,1
-0.10837650886318825,-0.46343144845162215,-0.11289886754253989,0.6782157179783929,1
1.1116122264227049,0.10230068452978555,-0.01036595264858575,0.8061740871696537,0
-0.9684114314423029,-1.2470908710245707,1.0133755225989598,0.9734995049186602,1
-1.5010970781346724,0.2658386681887658,-0.4117748855673349,-1.2995705295209727,1
